name,birthDate,deathDate,bio,memberID,nationality
Jessica Smith,1982-10-25,,An acclaimed Composer with a passion for painting.,JS1982,Germany
Jessica Walker,2001-02-19,,An acclaimed Director with a passion for writing.,JW2001,Germany
Anthony Hall,1995-10-21,,An acclaimed Actor with a passion for traveling.,AH1995,Spain
Jennifer White,2022-01-19,,An acclaimed Composer with a passion for painting.,JW2022,UK
David Garcia,2012-05-12,,An acclaimed Director with a passion for singing.,DG2012,Spain
Jessica Davis,2012-02-06,,An acclaimed Director with a passion for singing.,JD2012,France
Barbara Thompson,1988-10-28,,An acclaimed Director with a passion for photography.,BT1988,Italy
Matthew Rodriguez,1952-04-13,,An acclaimed Producer with a passion for painting.,MR1952,Canada
David Jackson,2000-01-21,,An acclaimed Director with a passion for writing.,DJ2000,Italy
Mark Taylor,2004-04-04,,An acclaimed Composer with a passion for painting.,MT2004,USA
Anthony Young,2002-09-05,,An acclaimed Actor with a passion for painting.,AY2002,Germany
Michael Thompson,2001-08-22,,An acclaimed Screenwriter with a passion for traveling.,MT2001,Germany
Lisa Harris,2021-11-04,,An acclaimed Director with a passion for singing.,LH2021,France
Linda Jackson,1958-04-02,,An acclaimed Director with a passion for writing.,LJ1958,France
Richard Miller,2019-10-17,,An acclaimed Screenwriter with a passion for painting.,RM2019,Germany
Anthony Robinson,1960-03-28,,An acclaimed Producer with a passion for writing.,AR1960,UK
Ashley Hernandez,1975-09-09,,An acclaimed Screenwriter with a passion for writing.,AH1975,Germany
Mark Moore,1971-10-28,,An acclaimed Producer with a passion for singing.,MM1971,Italy
Patricia Robinson,2007-08-01,,An acclaimed Screenwriter with a passion for painting.,PR2007,Canada
Matthew Walker,2013-07-19,,An acclaimed Screenwriter with a passion for writing.,MW2013,USA
Lisa Williams,2014-09-20,,An acclaimed Screenwriter with a passion for painting.,LW2014,Germany
Mark Thompson,1959-11-15,,An acclaimed Director with a passion for writing.,MT1959,Germany
Robert Anderson,2020-08-17,,An acclaimed Actor with a passion for traveling.,RA2020,Canada
James Allen,1952-08-09,,An acclaimed Composer with a passion for writing.,JA1952,UK
Linda Robinson,2009-08-05,,An acclaimed Screenwriter with a passion for singing.,LR2009,Italy
Jessica Clark,2001-02-19,,An acclaimed Screenwriter with a passion for singing.,JC2001,Germany
William Taylor,1954-03-05,,An acclaimed Director with a passion for traveling.,WT1954,Italy
Mary Allen,2004-11-17,,An acclaimed Director with a passion for singing.,MA2004,USA
James Jones,1960-08-16,,An acclaimed Composer with a passion for writing.,JJ1960,Italy
David Rodriguez,1980-05-06,,An acclaimed Composer with a passion for photography.,DR1980,Spain
Thomas Anderson,1978-08-26,,An acclaimed Screenwriter with a passion for photography.,TA1978,France
Margaret Anderson,1950-09-09,,An acclaimed Director with a passion for painting.,MA1950,UK
Barbara Davis,2003-12-08,,An acclaimed Screenwriter with a passion for traveling.,BD2003,Spain
Mary Young,1974-12-21,,An acclaimed Actor with a passion for writing.,MY1974,USA
Anthony Rodriguez,1993-04-22,,An acclaimed Producer with a passion for singing.,AR1993,Germany
Elizabeth White,1960-11-08,,An acclaimed Composer with a passion for photography.,EW1960,Germany
Thomas Martin,1963-04-27,,An acclaimed Screenwriter with a passion for photography.,TM1963,Germany
Lisa Smith,1975-04-06,,An acclaimed Actor with a passion for painting.,LS1975,France
Thomas Moore,2010-12-19,,An acclaimed Producer with a passion for painting.,TM2010,Italy
Linda Lee,2020-08-20,,An acclaimed Producer with a passion for painting.,LL2020,Italy
Anthony Wilson,1968-11-01,,An acclaimed Producer with a passion for singing.,AW1968,France
Christopher Hernandez,1996-02-02,,An acclaimed Composer with a passion for painting.,CH1996,Spain
James Brown,2001-04-15,,An acclaimed Screenwriter with a passion for writing.,JB2001,UK
Lisa Taylor,1961-02-17,,An acclaimed Director with a passion for writing.,LT1961,Germany
Karen Jackson,2019-04-11,,An acclaimed Composer with a passion for photography.,KJ2019,USA
Jessica Harris,1986-08-28,,An acclaimed Composer with a passion for traveling.,JH1986,Australia
Susan Hall,1956-07-27,,An acclaimed Producer with a passion for traveling.,SH1956,Italy
Lisa Young,1999-11-13,,An acclaimed Screenwriter with a passion for photography.,LY1999,Canada
Michael Brown,1951-02-15,,An acclaimed Director with a passion for writing.,MB1951,USA
James Hernandez,1993-09-20,,An acclaimed Producer with a passion for writing.,JH1993,Canada
Nancy Williams,1972-06-21,,An acclaimed Screenwriter with a passion for singing.,NW1972,Spain
Daniel Wilson,2004-10-20,,An acclaimed Producer with a passion for singing.,DW2004,UK
Patricia Harris,2012-09-18,,An acclaimed Screenwriter with a passion for painting.,PH2012,Germany
Matthew Allen,2021-03-14,,An acclaimed Actor with a passion for traveling.,MA2021,USA
Ashley Thompson,1995-08-10,,An acclaimed Composer with a passion for photography.,AT1995,Germany
Jennifer Hall,1969-01-02,,An acclaimed Composer with a passion for singing.,JH1969,Italy
Karen White,1967-02-21,,An acclaimed Actor with a passion for singing.,KW1967,Spain
Lisa Brown,1997-05-17,,An acclaimed Actor with a passion for traveling.,LB1997,UK
Mark Thomas,2015-05-20,,An acclaimed Composer with a passion for traveling.,MT2015,UK
Robert Lee,2003-06-01,,An acclaimed Producer with a passion for singing.,RL2003,USA
Jessica Thomas,2022-08-10,,An acclaimed Director with a passion for writing.,JT2022,USA
Elizabeth Garcia,1967-03-18,,An acclaimed Actor with a passion for photography.,EG1967,Australia
Sarah Thomas,1959-04-14,,An acclaimed Screenwriter with a passion for traveling.,ST1959,UK
Nancy Harris,1953-11-27,,An acclaimed Composer with a passion for writing.,NH1953,UK
Lisa Anderson,1993-09-22,,An acclaimed Director with a passion for traveling.,LA1993,France
Sarah Moore,1956-06-23,,An acclaimed Director with a passion for writing.,SM1956,Italy
Ashley Thomas,1995-12-06,,An acclaimed Producer with a passion for traveling.,AT1995,Germany
David Smith,2013-08-01,,An acclaimed Composer with a passion for painting.,DS2013,Canada
Sandra Moore,1995-12-25,,An acclaimed Producer with a passion for photography.,SM1995,Italy
Karen Johnson,1987-08-03,,An acclaimed Actor with a passion for traveling.,KJ1987,France
Lisa Moore,1955-12-10,,An acclaimed Director with a passion for painting.,LM1955,Spain
Barbara Robinson,1953-05-07,,An acclaimed Producer with a passion for traveling.,BR1953,Australia
Elizabeth Thompson,2012-11-20,,An acclaimed Producer with a passion for singing.,ET2012,Spain
Susan Davis,1992-03-02,,An acclaimed Actor with a passion for photography.,SD1992,Germany
Robert Hall,2003-06-17,,An acclaimed Director with a passion for writing.,RH2003,Australia
Ashley Thompson,2009-10-13,,An acclaimed Screenwriter with a passion for photography.,AT2009,Canada
Joseph Harris,2018-06-20,,An acclaimed Screenwriter with a passion for photography.,JH2018,Germany
Anthony Rodriguez,1951-02-19,,An acclaimed Actor with a passion for traveling.,AR1951,UK
Ashley White,2014-04-06,,An acclaimed Composer with a passion for writing.,AW2014,Spain
Margaret Hall,1980-07-17,,An acclaimed Composer with a passion for singing.,MH1980,USA
David Taylor,2007-05-15,,An acclaimed Screenwriter with a passion for traveling.,DT2007,Italy
Anthony Garcia,1955-05-13,,An acclaimed Actor with a passion for photography.,AG1955,Spain
Susan Johnson,1979-02-09,,An acclaimed Screenwriter with a passion for writing.,SJ1979,Australia
Lisa Rodriguez,1968-03-03,,An acclaimed Director with a passion for traveling.,LR1968,Italy
Mary Miller,1951-06-04,,An acclaimed Producer with a passion for singing.,MM1951,Italy
Matthew Anderson,2004-06-07,,An acclaimed Composer with a passion for painting.,MA2004,Italy
James Hall,1973-09-19,,An acclaimed Screenwriter with a passion for photography.,JH1973,Australia
David Williams,1978-11-17,,An acclaimed Actor with a passion for photography.,DW1978,Italy
Sandra Clark,1992-10-17,,An acclaimed Producer with a passion for writing.,SC1992,Italy
Jessica Hall,1991-03-10,,An acclaimed Director with a passion for painting.,JH1991,Canada
Anthony Thompson,1970-03-09,,An acclaimed Producer with a passion for painting.,AT1970,USA
William Jackson,2014-11-09,,An acclaimed Producer with a passion for traveling.,WJ2014,Spain
William Williams,1990-05-06,,An acclaimed Screenwriter with a passion for painting.,WW1990,USA
Christopher White,1985-05-17,,An acclaimed Screenwriter with a passion for photography.,CW1985,Germany
Jessica Rodriguez,2021-10-14,,An acclaimed Producer with a passion for traveling.,JR2021,USA
Sandra Clark,1957-06-20,,An acclaimed Actor with a passion for writing.,SC1957,Australia
Michael Davis,1954-06-02,,An acclaimed Director with a passion for painting.,MD1954,USA
Mark Moore,2023-09-12,,An acclaimed Producer with a passion for painting.,MM2023,Italy
David Williams,1975-07-19,,An acclaimed Composer with a passion for traveling.,DW1975,Canada
Robert Davis,1971-05-13,,An acclaimed Composer with a passion for writing.,RD1971,Italy
Matthew Rodriguez,2012-08-05,,An acclaimed Director with a passion for painting.,MR2012,Canada
Mark Thompson,2014-04-09,,An acclaimed Composer with a passion for painting.,MT2014,Italy
Thomas White,2018-03-24,,An acclaimed Actor with a passion for writing.,TW2018,Canada
Joseph Lee,1959-07-02,,An acclaimed Director with a passion for singing.,JL1959,Italy
David Walker,2007-12-15,,An acclaimed Screenwriter with a passion for writing.,DW2007,Germany
Thomas Wilson,2016-04-16,,An acclaimed Director with a passion for photography.,TW2016,Canada
William Moore,1970-09-04,,An acclaimed Actor with a passion for writing.,WM1970,Germany
Barbara Jones,1991-10-12,,An acclaimed Producer with a passion for photography.,BJ1991,USA
Daniel Garcia,1955-09-26,,An acclaimed Actor with a passion for writing.,DG1955,Canada
John Brown,1972-12-01,,An acclaimed Composer with a passion for writing.,JB1972,Germany
Matthew Allen,1958-01-22,,An acclaimed Actor with a passion for singing.,MA1958,Canada
John Walker,1974-06-24,,An acclaimed Director with a passion for painting.,JW1974,Italy
Barbara Jackson,1957-03-12,,An acclaimed Director with a passion for traveling.,BJ1957,Australia
Charles Walker,1996-06-20,,An acclaimed Director with a passion for writing.,CW1996,Italy
William Davis,1992-12-18,,An acclaimed Producer with a passion for writing.,WD1992,UK
Sandra Harris,1978-07-25,,An acclaimed Producer with a passion for photography.,SH1978,UK
Jennifer Clark,2023-11-15,,An acclaimed Producer with a passion for traveling.,JC2023,Australia
Michael Garcia,1987-11-03,,An acclaimed Actor with a passion for painting.,MG1987,Canada
David Miller,1996-04-20,,An acclaimed Screenwriter with a passion for painting.,DM1996,Canada
James Hall,2014-10-07,,An acclaimed Producer with a passion for singing.,JH2014,Canada
Thomas Taylor,2021-02-04,,An acclaimed Actor with a passion for writing.,TT2021,Canada
Ashley Jackson,1973-11-17,,An acclaimed Director with a passion for photography.,AJ1973,Spain
Joseph Hall,1958-07-14,,An acclaimed Screenwriter with a passion for writing.,JH1958,Italy
Anthony Miller,1951-01-05,,An acclaimed Composer with a passion for traveling.,AM1951,Canada
David White,2005-04-01,,An acclaimed Actor with a passion for singing.,DW2005,Germany
Jessica Brown,1995-11-28,,An acclaimed Director with a passion for traveling.,JB1995,Canada
Linda Robinson,1989-12-14,,An acclaimed Producer with a passion for traveling.,LR1989,Spain
Sarah Jackson,2011-05-13,,An acclaimed Director with a passion for photography.,SJ2011,Italy
Matthew White,2011-12-01,,An acclaimed Screenwriter with a passion for traveling.,MW2011,Canada
Richard Hall,1977-02-02,,An acclaimed Director with a passion for photography.,RH1977,Germany
Mary Rodriguez,1953-08-28,,An acclaimed Director with a passion for photography.,MR1953,Canada
Patricia Anderson,1982-04-22,,An acclaimed Actor with a passion for singing.,PA1982,Germany
Susan Garcia,1988-03-26,,An acclaimed Actor with a passion for painting.,SG1988,Australia
Mary Moore,1975-06-04,,An acclaimed Composer with a passion for painting.,MM1975,Australia
Sarah White,2012-10-06,,An acclaimed Screenwriter with a passion for photography.,SW2012,Germany
John Brown,1990-03-07,,An acclaimed Composer with a passion for writing.,JB1990,Italy
Joseph Rodriguez,1968-01-06,,An acclaimed Composer with a passion for singing.,JR1968,France
Ashley Wilson,2017-06-06,,An acclaimed Producer with a passion for photography.,AW2017,USA
David Martin,1968-09-08,,An acclaimed Screenwriter with a passion for singing.,DM1968,UK
Susan Garcia,1988-05-16,,An acclaimed Actor with a passion for singing.,SG1988,Spain
Anthony Miller,1993-12-08,,An acclaimed Producer with a passion for singing.,AM1993,UK
James White,1974-02-23,,An acclaimed Producer with a passion for traveling.,JW1974,USA
Sarah Wilson,1968-12-26,,An acclaimed Screenwriter with a passion for painting.,SW1968,Germany
Michael Moore,2002-04-08,,An acclaimed Composer with a passion for painting.,MM2002,Canada
John Brown,2010-08-04,,An acclaimed Producer with a passion for traveling.,JB2010,France
Susan Thompson,1950-06-27,,An acclaimed Screenwriter with a passion for traveling.,ST1950,Canada
Richard Martinez,2019-03-20,,An acclaimed Composer with a passion for painting.,RM2019,France
Mark Jackson,1969-10-09,,An acclaimed Screenwriter with a passion for photography.,MJ1969,France
David Lee,1955-04-19,,An acclaimed Director with a passion for writing.,DL1955,Canada
Jessica Moore,1972-04-21,,An acclaimed Screenwriter with a passion for photography.,JM1972,UK
Karen Jones,1965-03-26,,An acclaimed Producer with a passion for traveling.,KJ1965,Canada
Thomas Anderson,1981-07-02,,An acclaimed Composer with a passion for singing.,TA1981,UK
Karen Rodriguez,1957-10-11,,An acclaimed Director with a passion for painting.,KR1957,Germany
David Walker,1970-10-10,,An acclaimed Producer with a passion for photography.,DW1970,Canada
Michael Lee,1975-07-18,,An acclaimed Screenwriter with a passion for singing.,ML1975,Spain
Karen Garcia,1978-09-12,,An acclaimed Actor with a passion for singing.,KG1978,Australia
Barbara Smith,1976-04-20,,An acclaimed Producer with a passion for writing.,BS1976,UK
Karen Lee,1977-06-02,,An acclaimed Director with a passion for singing.,KL1977,USA
Thomas Jackson,1998-05-27,,An acclaimed Actor with a passion for traveling.,TJ1998,UK
Susan Robinson,1986-05-01,,An acclaimed Producer with a passion for writing.,SR1986,UK
Mary Young,2021-10-01,,An acclaimed Composer with a passion for writing.,MY2021,Australia
Jennifer Hernandez,1958-09-04,,An acclaimed Actor with a passion for painting.,JH1958,France
John Thomas,1973-03-06,,An acclaimed Producer with a passion for painting.,JT1973,USA
Ashley Lee,1976-06-23,,An acclaimed Screenwriter with a passion for singing.,AL1976,Australia
Michael Allen,1964-01-22,,An acclaimed Composer with a passion for traveling.,MA1964,Australia
Mark Wilson,1967-10-06,,An acclaimed Director with a passion for photography.,MW1967,Spain
Karen Taylor,1989-10-12,,An acclaimed Screenwriter with a passion for painting.,KT1989,UK
Elizabeth Robinson,1955-03-08,,An acclaimed Director with a passion for painting.,ER1955,USA
James Moore,1980-01-11,,An acclaimed Screenwriter with a passion for writing.,JM1980,USA
